Partial Empirical Reward Distribution: {0.1: 1.0}
Agent checkpoint saved at iteration 0 in 3.
Model checkpoint saved at iteration 0 in 3.
Partial Empirical Reward Distribution: {0.1: 0.9455645161290323, 30: 0.05342741935483871, 300: 0.0010080645161290322}
Partial Empirical Reward Distribution: {0.1: 0.9600409836065574, 30: 0.03944672131147541, 300: 0.0005122950819672131}
Partial Empirical Reward Distribution: {0.1: 0.970467032967033, 30: 0.02918956043956044, 300: 0.00034340659340659343}
Partial Empirical Reward Distribution: {0.1: 0.971849173553719, 30: 0.027892561983471075, 300: 0.00025826446280991736}
Partial Empirical Reward Distribution: {0.1: 0.9753725165562914, 30: 0.024420529801324503, 300: 0.00020695364238410596}
Partial Empirical Reward Distribution: {0.1: 0.9780732044198895, 30: 0.02175414364640884, 300: 0.00017265193370165745}
Partial Empirical Reward Distribution: {0.1: 0.9803021327014217, 30: 0.01940165876777251, 300: 0.0002962085308056872}
Partial Empirical Reward Distribution: {0.1: 0.9813278008298755, 30: 0.01841286307053942, 300: 0.00025933609958506224}
Partial Empirical Reward Distribution: {0.1: 0.9831642066420664, 30: 0.016605166051660517, 300: 0.00023062730627306272}
Partial Empirical Reward Distribution: {0.1: 0.9847383720930233, 30: 0.015053986710963455, 300: 0.00020764119601328904}
Partial Empirical Reward Distribution: {0.1: 0.9860271903323263, 30: 0.013783987915407855, 300: 0.00018882175226586103}
Partial Empirical Reward Distribution: {0.1: 0.9871883656509696, 30: 0.012638504155124654, 300: 0.00017313019390581717}
Partial Empirical Reward Distribution: {0.1: 0.9878516624040921, 30: 0.01198849104859335, 300: 0.00015984654731457802}
Partial Empirical Reward Distribution: {0.1: 0.9886431116389549, 30: 0.011208432304038004, 300: 0.0001484560570071259}
Partial Empirical Reward Distribution: {0.1: 0.989329268292683, 30: 0.010532150776053215, 300: 0.0001385809312638581}
Partial Empirical Reward Distribution: {0.1: 0.9896699584199584, 30: 0.01020010395010395, 300: 0.00012993762993762994}
Partial Empirical Reward Distribution: {0.1: 0.990154109589041, 30: 0.00972358121330724, 300: 0.0001223091976516634}
Partial Empirical Reward Distribution: {0.1: 0.9904112754158965, 30: 0.00941543438077634, 300: 0.0001732902033271719}
Partial Empirical Reward Distribution: {0.1: 0.9908056042031523, 30: 0.009030210157618214, 300: 0.00016418563922942207}
Partial Empirical Reward Distribution: {0.1: 0.9912125623960066, 30: 0.008631447587354409, 300: 0.0001559900166389351}
Partial Empirical Reward Distribution: {0.1: 0.9916, 30: 0.00825, 300: 0.00015}
Partial Empirical Reward Distribution: {0.1: 0.99405, 30: 0.00585, 300: 0.0001}
Partial Empirical Reward Distribution: {0.1: 0.9946, 30: 0.0053, 300: 0.0001}
Partial Empirical Reward Distribution: {0.1: 0.99475, 30: 0.00515, 300: 0.0001}
Partial Empirical Reward Distribution: {0.1: 0.99555, 30: 0.00425, 300: 0.0002}
Partial Empirical Reward Distribution: {0.1: 0.9959, 30: 0.0039, 300: 0.0002}
Partial Empirical Reward Distribution: {0.1: 0.99555, 30: 0.00425, 300: 0.0002}
Partial Empirical Reward Distribution: {0.1: 0.99545, 30: 0.0044, 300: 0.00015}
Partial Empirical Reward Distribution: {0.1: 0.9954, 30: 0.00445, 300: 0.00015}
Partial Empirical Reward Distribution: {0.1: 0.99475, 30: 0.005, 300: 0.00025}
Partial Empirical Reward Distribution: {0.1: 0.99375, 30: 0.006, 300: 0.00025}
Partial Empirical Reward Distribution: {0.1: 0.9931, 30: 0.00665, 300: 0.00025}
Partial Empirical Reward Distribution: {0.1: 0.9906, 30: 0.00915, 300: 0.00025}
Agent checkpoint saved at iteration 1000 in 3.
Model checkpoint saved at iteration 1000 in 3.
Partial Empirical Reward Distribution: {0.1: 0.98785, 30: 0.01185, 300: 0.0003}
Partial Empirical Reward Distribution: {0.1: 0.9855, 30: 0.0142, 300: 0.0003}
Partial Empirical Reward Distribution: {0.1: 0.98135, 30: 0.01815, 300: 0.0005}
Partial Empirical Reward Distribution: {0.1: 0.98025, 30: 0.01925, 300: 0.0005}
Partial Empirical Reward Distribution: {0.1: 0.97895, 300: 0.00055, 30: 0.0205}
Partial Empirical Reward Distribution: {0.1: 0.9773, 30: 0.02205, 300: 0.00065}
Partial Empirical Reward Distribution: {0.1: 0.9767, 30: 0.02265, 300: 0.00065}
Partial Empirical Reward Distribution: {0.1: 0.975, 30: 0.0243, 300: 0.0007}
Partial Empirical Reward Distribution: {0.1: 0.8261, 30: 0.11435, 300: 0.03495, 3000: 0.0246}
Partial Empirical Reward Distribution: {0.1: 0.80565, 30: 0.1182, 300: 0.04385, 3000: 0.0323}
Partial Empirical Reward Distribution: {0.1: 0.7806, 300: 0.05435, 30: 0.1243, 3000: 0.04075}
Partial Empirical Reward Distribution: {0.1: 0.77335, 30: 0.12725, 300: 0.05655, 3000: 0.04285}
Partial Empirical Reward Distribution: {0.1: 0.7602, 30: 0.13195, 300: 0.06115, 3000: 0.0467}
Partial Empirical Reward Distribution: {0.1: 0.7357, 30: 0.14235, 300: 0.0686, 3000: 0.05335}
Partial Empirical Reward Distribution: {0.1: 0.70515, 300: 0.0779, 30: 0.1568, 3000: 0.06015}
Partial Empirical Reward Distribution: {0.1: 0.6795, 30: 0.17025, 300: 0.08535, 3000: 0.0649}
Partial Empirical Reward Distribution: {0.1: 0.6489, 30: 0.1842, 300: 0.09515, 3000: 0.07175}
Partial Empirical Reward Distribution: {0.1: 0.62405, 30: 0.1976, 300: 0.10245, 3000: 0.0759}
Partial Empirical Reward Distribution: {0.1: 0.5986, 30: 0.2106, 300: 0.11075, 3000: 0.08005}
Partial Empirical Reward Distribution: {0.1: 0.57265, 30: 0.22345, 300: 0.11845, 3000: 0.08545}
Partial Empirical Reward Distribution: {0.1: 0.5444, 3000: 0.0924, 30: 0.23465, 300: 0.12855}
Partial Empirical Reward Distribution: {0.1: 0.51525, 30: 0.24575, 300: 0.13785, 3000: 0.10115}
Partial Empirical Reward Distribution: {0.1: 0.4879, 30: 0.2525, 300: 0.14915, 3000: 0.11045}
Partial Empirical Reward Distribution: {0.1: 0.46625, 30: 0.25975, 3000: 0.1173, 300: 0.1567}
Partial Empirical Reward Distribution: {0.1: 0.4478, 3000: 0.12285, 30: 0.26325, 300: 0.1661}
Partial Empirical Reward Distribution: {0.1: 0.42205, 300: 0.17525, 30: 0.2749, 3000: 0.1278}
Partial Empirical Reward Distribution: {0.1: 0.3975, 30: 0.2835, 300: 0.1854, 3000: 0.1336}
Partial Empirical Reward Distribution: {0.1: 0.39025, 30: 0.28515, 300: 0.1889, 3000: 0.1357}
Agent checkpoint saved at iteration 3000 in 3.
Model checkpoint saved at iteration 3000 in 3.
Partial Empirical Reward Distribution: {0.1: 0.37275, 30: 0.2913, 300: 0.19675, 3000: 0.1392}
Partial Empirical Reward Distribution: {0.1: 0.3665, 30: 0.2926, 3000: 0.1395, 300: 0.2014}
Partial Empirical Reward Distribution: {0.1: 0.3692, 3000: 0.13275, 300: 0.1968, 30: 0.30125}
Partial Empirical Reward Distribution: {0.1: 0.3647, 30: 0.3135, 300: 0.19385, 3000: 0.12795}
Partial Empirical Reward Distribution: {0.1: 0.35065, 30: 0.3232, 3000: 0.1276, 300: 0.19855}
Partial Empirical Reward Distribution: {0.1: 0.33755, 30: 0.3304, 3000: 0.1282, 300: 0.20385}
Partial Empirical Reward Distribution: {30: 0.3369, 300: 0.20925, 0.1: 0.32565, 3000: 0.1282}
Partial Empirical Reward Distribution: {0.1: 0.3165, 300: 0.21465, 30: 0.34025, 3000: 0.1286}
Partial Empirical Reward Distribution: {0.1: 0.3067, 30: 0.344, 3000: 0.1296, 300: 0.2197}
Partial Empirical Reward Distribution: {30: 0.34615, 3000: 0.1267, 0.1: 0.30725, 300: 0.2199}
Partial Empirical Reward Distribution: {0.1: 0.29365, 30: 0.3438, 300: 0.22635, 3000: 0.1362}
Partial Empirical Reward Distribution: {0.1: 0.2793, 30: 0.33615, 300: 0.23795, 3000: 0.1466}
Partial Empirical Reward Distribution: {0.1: 0.26695, 300: 0.2522, 3000: 0.1534, 30: 0.32745}
Partial Empirical Reward Distribution: {0.1: 0.25705, 30: 0.3188, 3000: 0.15835, 300: 0.2658}
Partial Empirical Reward Distribution: {0.1: 0.25405, 3000: 0.1614, 300: 0.27415, 30: 0.3104}
Partial Empirical Reward Distribution: {0.1: 0.24935, 30: 0.30435, 3000: 0.16285, 300: 0.28345}
Partial Empirical Reward Distribution: {0.1: 0.24475, 30: 0.2926, 3000: 0.16795, 300: 0.2947}
Partial Empirical Reward Distribution: {30: 0.28355, 300: 0.30705, 3000: 0.175, 0.1: 0.2344}
Partial Empirical Reward Distribution: {300: 0.3214, 0.1: 0.22515, 3000: 0.1798, 30: 0.27365}
Partial Empirical Reward Distribution: {30: 0.26435, 0.1: 0.21455, 300: 0.3387, 3000: 0.1824}
Partial Empirical Reward Distribution: {0.1: 0.1869, 3000: 0.193, 30: 0.26045, 300: 0.35965}
Partial Empirical Reward Distribution: {300: 0.36615, 30: 0.25445, 3000: 0.20025, 0.1: 0.17915}
Partial Empirical Reward Distribution: {0.1: 0.16635, 30: 0.24605, 3000: 0.21345, 300: 0.37415}
Partial Empirical Reward Distribution: {0.1: 0.1505, 30: 0.2315, 300: 0.38935, 3000: 0.22865}
Partial Empirical Reward Distribution: {0.1: 0.1581, 3000: 0.23555, 300: 0.39425, 30: 0.2121}
Partial Empirical Reward Distribution: {300: 0.38785, 30: 0.1934, 3000: 0.23805, 0.1: 0.1807}
Partial Empirical Reward Distribution: {30: 0.1776, 3000: 0.24415, 300: 0.385, 0.1: 0.19325}
Partial Empirical Reward Distribution: {30: 0.16245, 300: 0.3772, 3000: 0.2466, 0.1: 0.21375}
Partial Empirical Reward Distribution: {30: 0.15065, 300: 0.36675, 3000: 0.2428, 0.1: 0.2398}
Partial Empirical Reward Distribution: {0.1: 0.2505, 30: 0.14605, 3000: 0.24345, 300: 0.36}
Partial Empirical Reward Distribution: {30: 0.1397, 0.1: 0.257, 300: 0.35815, 3000: 0.24515}
Partial Empirical Reward Distribution: {0.1: 0.27235, 30: 0.1399, 3000: 0.2353, 300: 0.35245}
Partial Empirical Reward Distribution: {300: 0.335, 3000: 0.223, 30: 0.144, 0.1: 0.298}
Agent checkpoint saved at iteration 4000 in 3.
Model checkpoint saved at iteration 4000 in 3.
Partial Empirical Reward Distribution: {30: 0.1521, 3000: 0.21455, 300: 0.3189, 0.1: 0.31445}
Partial Empirical Reward Distribution: {30: 0.1591, 3000: 0.21055, 300: 0.3061, 0.1: 0.32425}
Partial Empirical Reward Distribution: {3000: 0.20285, 300: 0.2968, 0.1: 0.3294, 30: 0.17095}
Partial Empirical Reward Distribution: {300: 0.2849, 3000: 0.19515, 30: 0.1832, 0.1: 0.33675}
Partial Empirical Reward Distribution: {3000: 0.18515, 300: 0.2721, 30: 0.1953, 0.1: 0.34745}
Partial Empirical Reward Distribution: {300: 0.26045, 3000: 0.17865, 30: 0.20665, 0.1: 0.35425}
Partial Empirical Reward Distribution: {3000: 0.1766, 300: 0.24905, 30: 0.2159, 0.1: 0.35845}
Partial Empirical Reward Distribution: {30: 0.22425, 300: 0.2333, 3000: 0.17225, 0.1: 0.3702}
Partial Empirical Reward Distribution: {0.1: 0.37865, 3000: 0.1665, 300: 0.22155, 30: 0.2333}
Partial Empirical Reward Distribution: {300: 0.2223, 3000: 0.1631, 0.1: 0.37465, 30: 0.23995}
Partial Empirical Reward Distribution: {300: 0.21915, 30: 0.2521, 3000: 0.15085, 0.1: 0.3779}
Partial Empirical Reward Distribution: {3000: 0.141, 30: 0.2642, 300: 0.2084, 0.1: 0.3864}
Partial Empirical Reward Distribution: {0.1: 0.3663, 3000: 0.14145, 30: 0.28005, 300: 0.2122}
Partial Empirical Reward Distribution: {0.1: 0.34505, 30: 0.29665, 3000: 0.14035, 300: 0.21795}
Partial Empirical Reward Distribution: {0.1: 0.32795, 3000: 0.13795, 30: 0.3122, 300: 0.2219}
Partial Empirical Reward Distribution: {0.1: 0.30635, 30: 0.327, 3000: 0.13695, 300: 0.2297}
Partial Empirical Reward Distribution: {0.1: 0.28095, 3000: 0.14315, 300: 0.23895, 30: 0.33695}
Partial Empirical Reward Distribution: {0.1: 0.2657, 30: 0.34095, 300: 0.24645, 3000: 0.1469}
Partial Empirical Reward Distribution: {0.1: 0.24975, 30: 0.3451, 3000: 0.15175, 300: 0.2534}
Partial Empirical Reward Distribution: {0.1: 0.2333, 30: 0.3494, 3000: 0.15835, 300: 0.25895}
Partial Empirical Reward Distribution: {0.1: 0.2092, 30: 0.35345, 3000: 0.1675, 300: 0.26985}
Partial Empirical Reward Distribution: {0.1: 0.19325, 30: 0.35405, 3000: 0.17525, 300: 0.27745}
Partial Empirical Reward Distribution: {0.1: 0.1872, 30: 0.3577, 300: 0.27995, 3000: 0.17515}
Partial Empirical Reward Distribution: {0.1: 0.18155, 30: 0.3537, 300: 0.28185, 3000: 0.1829}
Partial Empirical Reward Distribution: {0.1: 0.17175, 30: 0.35115, 3000: 0.19305, 300: 0.28405}
Partial Empirical Reward Distribution: {30: 0.34815, 300: 0.2881, 3000: 0.20285, 0.1: 0.1609}
Partial Empirical Reward Distribution: {30: 0.34665, 300: 0.2915, 3000: 0.20685, 0.1: 0.155}
Partial Empirical Reward Distribution: {300: 0.29195, 30: 0.347, 3000: 0.20875, 0.1: 0.1523}
Partial Empirical Reward Distribution: {0.1: 0.14115, 30: 0.3483, 300: 0.29505, 3000: 0.2155}
Partial Empirical Reward Distribution: {0.1: 0.13465, 30: 0.34695, 3000: 0.2203, 300: 0.2981}
Partial Empirical Reward Distribution: {30: 0.34825, 300: 0.2971, 3000: 0.22095, 0.1: 0.1337}
Partial Empirical Reward Distribution: {30: 0.34675, 0.1: 0.1297, 3000: 0.22475, 300: 0.2988}
Partial Empirical Reward Distribution: {0.1: 0.12205, 300: 0.30635, 3000: 0.229, 30: 0.3426}
Agent checkpoint saved at iteration 5000 in 3.
Model checkpoint saved at iteration 5000 in 3.
Partial Empirical Reward Distribution: {3000: 0.2337, 30: 0.33985, 0.1: 0.11545, 300: 0.311}
Partial Empirical Reward Distribution: {30: 0.3354, 0.1: 0.10805, 3000: 0.23885, 300: 0.3177}
Partial Empirical Reward Distribution: {3000: 0.24455, 30: 0.32785, 300: 0.32135, 0.1: 0.10625}
Partial Empirical Reward Distribution: {30: 0.31935, 300: 0.324, 3000: 0.2544, 0.1: 0.10225}
Partial Empirical Reward Distribution: {3000: 0.26365, 30: 0.31195, 300: 0.3255, 0.1: 0.0989}
Partial Empirical Reward Distribution: {3000: 0.2683, 30: 0.3064, 0.1: 0.09875, 300: 0.32655}
Partial Empirical Reward Distribution: {3000: 0.2712, 300: 0.32955, 30: 0.30145, 0.1: 0.0978}
Partial Empirical Reward Distribution: {3000: 0.2744, 300: 0.3332, 30: 0.2967, 0.1: 0.0957}
Partial Empirical Reward Distribution: {30: 0.29265, 3000: 0.27635, 300: 0.33725, 0.1: 0.09375}
Partial Empirical Reward Distribution: {3000: 0.27965, 300: 0.3388, 30: 0.2893, 0.1: 0.09225}
Partial Empirical Reward Distribution: {30: 0.2816, 0.1: 0.1044, 300: 0.33345, 3000: 0.28055}
Partial Empirical Reward Distribution: {0.1: 0.1141, 30: 0.27385, 300: 0.3348, 3000: 0.27725}
Partial Empirical Reward Distribution: {30: 0.266, 3000: 0.2779, 300: 0.3348, 0.1: 0.1213}
Partial Empirical Reward Distribution: {30: 0.2578, 0.1: 0.14065, 3000: 0.2709, 300: 0.33065}
Partial Empirical Reward Distribution: {0.1: 0.17845, 3000: 0.2611, 300: 0.3146, 30: 0.24585}
Partial Empirical Reward Distribution: {0.1: 0.18425, 30: 0.24085, 3000: 0.26705, 300: 0.30785}
Partial Empirical Reward Distribution: {30: 0.2301, 300: 0.30385, 3000: 0.28355, 0.1: 0.1825}
Partial Empirical Reward Distribution: {30: 0.2207, 3000: 0.30425, 300: 0.2939, 0.1: 0.18115}
Partial Empirical Reward Distribution: {30: 0.2065, 300: 0.28455, 3000: 0.3306, 0.1: 0.17835}
Partial Empirical Reward Distribution: {0.1: 0.1754, 300: 0.27865, 3000: 0.3519, 30: 0.19405}
Partial Empirical Reward Distribution: {3000: 0.36275, 300: 0.27415, 30: 0.19, 0.1: 0.1731}
Partial Empirical Reward Distribution: {300: 0.2688, 0.1: 0.16955, 30: 0.1841, 3000: 0.37755}
Partial Empirical Reward Distribution: {300: 0.2605, 3000: 0.39785, 30: 0.1753, 0.1: 0.16635}
Partial Empirical Reward Distribution: {30: 0.16655, 3000: 0.41625, 300: 0.2555, 0.1: 0.1617}
Partial Empirical Reward Distribution: {300: 0.24715, 3000: 0.43185, 30: 0.1605, 0.1: 0.1605}
Partial Empirical Reward Distribution: {0.1: 0.15845, 300: 0.24105, 3000: 0.44845, 30: 0.15205}
Partial Empirical Reward Distribution: {3000: 0.46905, 30: 0.14165, 300: 0.23405, 0.1: 0.15525}
Partial Empirical Reward Distribution: {0.1: 0.1539, 3000: 0.48765, 30: 0.13155, 300: 0.2269}
Partial Empirical Reward Distribution: {3000: 0.50905, 300: 0.2175, 30: 0.1219, 0.1: 0.15155}
Partial Empirical Reward Distribution: {3000: 0.5332, 0.1: 0.1494, 300: 0.2055, 30: 0.1119}
Partial Empirical Reward Distribution: {0.1: 0.1487, 3000: 0.5482, 30: 0.1023, 300: 0.2008}
Partial Empirical Reward Distribution: {0.1: 0.1294, 30: 0.0968, 3000: 0.5695, 300: 0.2043}
Partial Empirical Reward Distribution: {300: 0.20005, 3000: 0.59205, 0.1: 0.1171, 30: 0.0908}
Partial Empirical Reward Distribution: {0.1: 0.1085, 3000: 0.6102, 300: 0.19565, 30: 0.08565}
Agent checkpoint saved at iteration 6000 in 3.
Model checkpoint saved at iteration 6000 in 3.
Partial Empirical Reward Distribution: {0.1: 0.0813, 30: 0.08205, 3000: 0.63865, 300: 0.198}
Partial Empirical Reward Distribution: {0.1: 0.046, 30: 0.0797, 300: 0.20505, 3000: 0.66925}
Partial Empirical Reward Distribution: {300: 0.2042, 3000: 0.68465, 30: 0.0703, 0.1: 0.04085}
Partial Empirical Reward Distribution: {3000: 0.68815, 30: 0.06805, 300: 0.2034, 0.1: 0.0404}
Partial Empirical Reward Distribution: {30: 0.06735, 3000: 0.68335, 300: 0.2083, 0.1: 0.041}
Partial Empirical Reward Distribution: {300: 0.2108, 3000: 0.68015, 30: 0.06785, 0.1: 0.0412}
Partial Empirical Reward Distribution: {300: 0.20975, 30: 0.06625, 3000: 0.6827, 0.1: 0.0413}
Partial Empirical Reward Distribution: {300: 0.21145, 3000: 0.6903, 30: 0.0579, 0.1: 0.04035}
Partial Empirical Reward Distribution: {30: 0.0521, 3000: 0.6935, 300: 0.21295, 0.1: 0.04145}
Partial Empirical Reward Distribution: {3000: 0.6946, 300: 0.2141, 30: 0.0501, 0.1: 0.0412}
Partial Empirical Reward Distribution: {300: 0.2163, 30: 0.0477, 3000: 0.69455, 0.1: 0.04145}
